0.000000,0.000000,0.000000
-0.125559,-0.959918,0.968095
-0.122367,-1.980698,1.984475
0.193965,1.643281,1.654689
-1.412159,2.187979,1.695975
1.098919,3.203378,1.803564
2.857476,3.341963,1.764009
0.352171,4.098472,1.165687
0.131616,-2.369568,1.432917
1.077843,-3.584058,1.539588
-2.163410,1.120999,1.304923
3.183509,1.375072,1.993730
4.594855,4.185169,1.931187
5.679451,2.583652,1.934220
-0.581351,4.936291,1.254354
6.179440,0.869242,1.785830
5.991275,4.950238,1.592268
7.661289,-0.327991,1.905058
-4.121967,0.718691,1.999449
1.651726,-4.993338,1.521647
-0.204343,6.361096,1.473840
0.442565,7.654215,1.445907
-1.972959,-1.152901,1.857452
-5.134414,2.232654,1.821300
-0.040706,8.790728,1.234995
2.886722,-3.544303,1.809316
-4.742369,-0.956704,1.786575
7.550878,5.685240,1.724120
0.323104,-5.818617,1.564073
-0.929798,9.833763,1.370550
-0.550236,-7.276825,1.699733
7.538769,7.036839,1.351652
8.716046,4.097878,1.969095
10.690892,4.001734,1.977185
-6.257208,-2.111825,1.905004
-7.431919,-3.055859,1.507033
-7.211994,-4.933276,1.890254
-5.574025,2.851325,0.758954
6.692870,8.721181,1.884822
6.976389,10.564266,1.864764
11.992837,4.836775,1.546724
-6.379607,-6.160863,1.483185
-2.342216,5.532579,1.859088
7.646989,11.863200,1.461825
-7.242219,3.309211,1.729893
8.772577,12.932409,1.552468
9.303783,-1.319358,1.918488
2.783572,-5.894995,1.447087
12.270510,6.296528,1.485927
-2.114172,-7.489526,1.578333
8.968290,13.709216,0.801082
-5.490416,-7.385793,1.513643
-5.084732,-9.319221,1.975531
8.232881,15.147506,1.615396
-2.289319,10.018922,1.372072
-3.326155,11.719357,1.991609
8.734611,-2.479464,1.292209
-9.082198,-3.194049,1.656054
11.993010,2.642615,1.882210
-5.129944,11.846640,1.808274
-2.785265,8.617088,1.486978
6.185953,12.946628,1.818912
12.333344,0.885094,1.790170
13.428263,4.929004,1.438386
2.681425,-7.251729,1.360573
-6.570823,13.072197,1.891593
-5.108537,14.364684,1.951616
7.737521,-3.727884,1.597730
-7.064259,4.552891,1.256348
13.084285,-0.872446,1.911245
7.477522,-3.968428,1.948663
14.912656,4.364820,1.587994
10.379822,-3.144410,1.774506
16.339025,4.286136,1.428538
-10.288888,-1.787850,1.852969
16.867635,4.168770,1.964784
6.872794,16.499990,1.918084
-11.455126,-1.168043,1.320710
14.705677,-1.905829,1.922704
-12.505201,-2.326746,1.563730
-2.387478,13.153347,1.713897
-13.834647,-1.543679,1.542926
1.343594,-8.673478,1.952220
-7.639431,5.476433,1.088004
5.307748,13.804380,1.227592
16.067115,6.264552,1.997014
15.872525,7.953209,1.699832
